SubClass,Label,Label,Class,Definition,imported from,definition source,comments,Synonyms,dateSubmitted
DIGITRUBBER:DIGITRUBBER_000588,Ethylidene Norbornene [dik],Ethylidennorbornen [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000589,Concentration Measurement Assay [dik],Prüfung zur Konzentrationsmessung [dik],http://purl.obolibrary.org/obo/BFO_0000015,"An assay with the objective to produce information about the concentration of a specific substance in the material entity that is the evaluant, by physically examining it or its proxies.",,,,,
DIGITRUBBER:DIGITRUBBER_000590,Ethylene Concentration Measurement Assay [dik],Prüfung zur Ethylen-Konzentrationsmessung [dik],http://purl.obolibrary.org/obo/BFO_0000015,"A concentration measurement assay with the objective to produce information about the concentration of ethylene in the material entity that is the evaluant, by physically examining it or its proxies.",,,,,
DIGITRUBBER:DIGITRUBBER_000591,Ethylidene Norbornene Concentration Measurement Assay [dik],Prüfung zur Ethylidennorbornen-Konzentrationsmessung [dik],http://purl.obolibrary.org/obo/BFO_0000015,"A concentration measurement assay with the objective to produce information about the concentration of ethylidene norbornene in the material entity that is the evaluant, by physically examining it or its proxies.",,,,,
DIGITRUBBER:DIGITRUBBER_000592,Molecular Weight Distribution Measurement Assay [dik],Prüfung zur Molekulargewichtsverteilung [dik],http://purl.obolibrary.org/obo/BFO_0000015,"An assay with the objective to produce information about the molecular weight distribution of the material entity that is the evaluant, by physically examining it or its proxies.",,,,,
DIGITRUBBER:DIGITRUBBER_000593,Concentration Measurement Protocol [dik],Protokoll zur Konzentrationsmessung [dik],http://purl.obolibrary.org/obo/IAO_0000104,A measurement protocol for reliably reproducing the concentration measurement assay.,,,,,
DIGITRUBBER:DIGITRUBBER_000594,Ethylene Concentration Measurement Protocol [dik],Protokoll zur Ethylen-Konzentrationsmessung [dik],http://purl.obolibrary.org/obo/IAO_0000104,A concentration measurement protocol for reliably reproducing the ethylene concentration measurement assay.,,,,,
DIGITRUBBER:DIGITRUBBER_000595,Ethylidene Norbornene Concentration Measurement Protocol [dik],Protokoll zur Ethylidennorbornen-Konzentrationsmessung [dik],http://purl.obolibrary.org/obo/IAO_0000104,A concentration measurement protocol for reliably reproducing the ethylidene norbornene concentration measurement assay.,,,,,
DIGITRUBBER:DIGITRUBBER_000596,Molecular Weight Distribution Measurement Protocol [dik],Protokoll zur Molekulargewichtsverteilung [dik],http://purl.obolibrary.org/obo/IAO_0000104,A measurement protocol for reliably reproducing the molecular weight distribution measurement assay.,,,,,
DIGITRUBBER:DIGITRUBBER_000597,Ethylene Group [dik],,http://purl.obolibrary.org/obo/CHEBI_33471,,,,,,
DIGITRUBBER:DIGITRUBBER_000598,Hydrocarbylene Group [dik],,http://purl.obolibrary.org/obo/CHEBI_51422,,,,,,
DIGITRUBBER:DIGITRUBBER_000599,Hydrocarbylene Group [chebi],,http://purl.obolibrary.org/obo/CHEBI_51422,"A bivalent group formed by removing two hydrogen atoms from a hydrocarbon, the free valencies of which are not engaged in a double bond.",http://purl.obolibrary.org/obo/CHEBI_33471,http://purl.obolibrary.org/obo/chebi.owl,,,
DIGITRUBBER:DIGITRUBBER_000600,Organodiyl Group [dik],,http://purl.obolibrary.org/obo/CHEBI_51446,,,,,,
DIGITRUBBER:DIGITRUBBER_000601,Organodiyl Group [chebi],,http://purl.obolibrary.org/obo/CHEBI_51446,"Any organic substituent group, regardless of functional type, having two free valences at carbon atom(s).",http://purl.obolibrary.org/obo/CHEBI_51422,http://purl.obolibrary.org/obo/chebi.owl,,,
DIGITRUBBER:DIGITRUBBER_000602,Organic Divalent Group [dik],,http://purl.obolibrary.org/obo/CHEBI_33247,,,,,,
DIGITRUBBER:DIGITRUBBER_000603,Organic Group [dik],Organik-Gruppe [dik],http://purl.obolibrary.org/obo/CHEBI_24433,,,,,,
DIGITRUBBER:DIGITRUBBER_000604,Organic Group [chebi],Organik-Gruppe [chebi],http://purl.obolibrary.org/obo/CHEBI_24433,Any substituent group or skeleton containing carbon.,http://purl.obolibrary.org/obo/CHEBI_33247,http://purl.obolibrary.org/obo/chebi.owl,,,
DIGITRUBBER:DIGITRUBBER_000605,Group [dik],Gruppe [dik],http://purl.obolibrary.org/obo/CHEBI_24431,,,,,,
DIGITRUBBER:DIGITRUBBER_000606,Group [ncit],Gruppe [ncit],http://purl.obolibrary.org/obo/CHEBI_24431,Any number of entities (members) considered as a unit.,http://purl.obolibrary.org/obo/NCIT_C43359,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000607,Group [chebi],Gruppe [chebi],http://purl.obolibrary.org/obo/CHEBI_24431,A defined linked collection of atoms or a single atom within a molecular entity.,http://purl.obolibrary.org/obo/CHEBI_24433,http://purl.obolibrary.org/obo/chebi.owl,,,
DIGITRUBBER:DIGITRUBBER_000608,Group [shacl],Gruppe [shacl],http://purl.obolibrary.org/obo/CHEBI_24431,Can be used to link to a property group to indicate that a property shape belongs to a group of related property shapes.,http://www.w3.org/ns/shacl#group,http://www.w3.org/ns/shacl#,,,
DIGITRUBBER:DIGITRUBBER_000609,Percent [dik],Prozent [dik],http://purl.obolibrary.org/obo/UO_0000190,,,,,,
DIGITRUBBER:DIGITRUBBER_000610,Percent [uo],Prozent [uo],http://purl.obolibrary.org/obo/UO_0000190,"""A dimensionless ratio unit which denotes numbers as fractions of 100."" [Wikipedia:Wikipedia]",http://purl.obolibrary.org/obo/UO_0000187,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000611,Percent [om],Prozent [om],http://purl.obolibrary.org/obo/BFO_0000019,The percent is a unit of dimension one defined as 1/100.,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,http://www.ontology-of-units-of-measure.org/resource/om-2,,,
DIGITRUBBER:DIGITRUBBER_000612,Ratio [dik],Verhältnis [dik],http://purl.obolibrary.org/obo/UO_0000186,,,,,,
DIGITRUBBER:DIGITRUBBER_000613,Ratio [ncit],Verhältnis [ncit],http://purl.obolibrary.org/obo/UO_0000186,Quotient of quantities of the same kind for different components within the same system.,http://purl.obolibrary.org/obo/NCIT_C44256,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000614,Ratio [uo],Verhältnis [uo],http://purl.obolibrary.org/obo/UO_0000190,"""A dimensionless ratio unit which, given a pair of quantities a and b, for which b is a multiple of a, denotes b by giving the multiplier (coefficient) c for a to result in b."" [UOB:LKSR]",http://purl.obolibrary.org/obo/UO_0010006,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000615,Ratio [uo],Verhältnis [uo],http://purl.obolibrary.org/obo/UO_0000186,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",http://purl.obolibrary.org/obo/UO_0000190,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000616,Ratio [ms],Verhältnis [ms],http://purl.obolibrary.org/obo/BFO_0000019,"A ratio is a data item which is formed with two numbers r and s is written r/s, where r is the numerator and s is the denominator. The ratio of r to s is equivalent to the quotient r/s.",http://purl.obolibrary.org/obo/STATO_0000184,http://purl.obolibrary.org/obo/ms.owl,,,
DIGITRUBBER:DIGITRUBBER_000617,Dimensionless Unit [dik],dimensionslose Einheit [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000618,Dimensionless Unit [ms],dimensionslose Einheit [ms],http://purl.obolibrary.org/obo/BFO_0000019,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",http://purl.obolibrary.org/obo/UO_0000186,http://purl.obolibrary.org/obo/ms.owl,,,
DIGITRUBBER:DIGITRUBBER_000619,Mass Percentage [dik],Massenanteil [dik],http://purl.obolibrary.org/obo/UO_0000051,,,,,,
DIGITRUBBER:DIGITRUBBER_000620,Mass Percentage [uo],Massenanteil [uo],http://purl.obolibrary.org/obo/UO_0000051,"""A dimensionless concentration unit which denotes the mass of a substance in a mixture as a percentage of the mass of the entire mixture."" [Wikipedia:Wikipedia]",http://purl.obolibrary.org/obo/UO_0000163,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000621,Volume Percentage [dik],Volumenprozent [dik],http://purl.obolibrary.org/obo/UO_0000205,,,,,,
DIGITRUBBER:DIGITRUBBER_000622,Volume Percentage [uo],Volumenprozent [uo],http://purl.obolibrary.org/obo/UO_0000205,"""A dimensionless concentration unit which denotes the volume of the solute in mL per 100 mL of the resulting solution."" [UOC:GVG]",http://purl.obolibrary.org/obo/UO_0000165,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000623,Concentration of [dik],Konzentration von [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000624,Concrentration [pato],Konzentration [pato],http://purl.obolibrary.org/obo/BFO_0000019,A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance.,http://purl.obolibrary.org/obo/PATO_0000033,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000625,Concrentration [edam],Konzentration [edam],http://purl.obolibrary.org/obo/BFO_0000019,The concentration of a chemical compound.,http://edamontology.org/data_2140,http://edamontology.org,,,
DIGITRUBBER:DIGITRUBBER_000626,Concrentration [chmo],Konzentration [chmo],http://purl.obolibrary.org/obo/BFO_0000019,Experimental method output expressing the contribution of one constituent to the composition of a mixture.,http://purl.obolibrary.org/obo/CHMO_0002820,http://purl.obolibrary.org/obo/chmo.owl,,,
DIGITRUBBER:DIGITRUBBER_000627,Concrentration [ncit],Konzentration [ncit],http://purl.obolibrary.org/obo/BFO_0000019,"The quantity of a substance per unit volume or weight; a measure of the amount of substance present in a unit amount of mixture, particularly, the amount of solute dissolved in a solvent. The amounts can be expressed as moles, masses, volumes, or parts.",http://purl.obolibrary.org/obo/NCIT_C41185,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000628,Concrentration [ecso],Konzentration [ecso],http://purl.obolibrary.org/obo/BFO_0000019,the strength of a solution; number of molecules of a substance in a given volume,http://purl.dataone.org/odo/ECSO_00001120,http://purl.dataone.org/odo/ECSO8.owl,,,
DIGITRUBBER:DIGITRUBBER_000629,Molecular Quality [dik],molekulare Qualität [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000630,Molecular Quality [pato],molekulare Qualität [pato],http://purl.obolibrary.org/obo/BFO_0000019,"A quality which inheres in a molecular entity, a single molecule, atom, ion, radical etc.",http://purl.obolibrary.org/obo/PATO_0002182,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000631,Ethylene Concentration [dik],Ethylen-Konzentration [dik],http://purl.obolibrary.org/obo/BFO_0000019,A concentration of ethylene inhering in a substance by virtue of the amount of the bearer's there is mixed with ethylene.,,,,,
DIGITRUBBER:DIGITRUBBER_000632,Ethylidene Norbornene Concentration [dik],Ethylidennorbornen-Konzentration [dik],http://purl.obolibrary.org/obo/BFO_0000019,A concentration of ethylidene norbornene inhering in a substance by virtue of the amount of the bearer's there is mixed with ethylidene norbornene.,,,,,
DIGITRUBBER:DIGITRUBBER_000633,Ethylidene Group [dik],Ethylidengruppe [dik],http://purl.obolibrary.org/obo/CHEBI_51422,,,http://purl.obolibrary.org/obo/CHEBI_29853,,,
DIGITRUBBER:DIGITRUBBER_000634,Quality of a Solid [dik],Qualität eines Festkörpers [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000635,Quality of a Solid [pato],Qualität eines Festkörpers [pato],http://purl.obolibrary.org/obo/BFO_0000019,A physical quality inhering in a bearer by virtue of the bearer's exhibiting the physical characteristics of an entity characterized by particles arranged such that their shape and volume are relatively stable.,http://purl.obolibrary.org/obo/PATO_0001546,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000636,Optical Quality [dik],optische Qualität [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000637,Optical Quality [pato],optische Qualität [dik],http://purl.obolibrary.org/obo/BFO_0000019,An EM radiation quality in which the EM radiation is within the fiat range of the spectrum visible deemed to be light.,http://purl.obolibrary.org/obo/PATO_0001300,http://purl.obolibrary.org/obo/pato.owl,,,
